179,9.063e-05
180,9.063e-05
181,9.063e-05
182,9.063e-05
183,9.063e-05
184,9.063e-05
185,9.063e-05
186,9.063e-05
187,9.063e-05
188,9.063e-05
189,9.063e-05
190,9.063e-05
191,9.063e-05
192,9.063e-05
193,9.063e-05
194,9.063e-05
195,9.063e-05
196,9.063e-05
197,9.063e-05
198,9.063e-05
199,9.063e-05
200,9.063e-05
201,9.063e-05
202,9.063e-05
203,9.063e-05
204,9.063e-05
205,9.063e-05
206,9.063e-05
207,9.063e-05
208,9.063e-05
209,9.063e-05
210,9.063e-05
211,9.063e-05
212,9.063e-05
213,9.063e-05
214,9.063e-05
215,9.063e-05
216,9.063e-05
217,9.063e-05
218,9.063e-05
219,9.063e-05
220,9.063e-05
221,9.063e-05
222,9.063e-05
223,9.063e-05
224,9.063e-05
225,9.063e-05
226,9.063e-05
227,9.063e-05
228,9.063e-05
229,9.063e-05
230,9.063e-05
231,9.063e-05
232,9.063e-05
233,9.063e-05
234,9.063e-05
235,9.063e-05
236,9.063e-05
237,9.063e-05
238,9.063e-05
239,9.063e-05
240,9.063e-05
241,9.063e-05
242,9.113e-05
243,9.113e-05
244,9.113e-05
245,9.113e-05
246,9.113e-05
247,9.113e-05
248,9.113e-05
249,9.113e-05
250,9.113e-05
251,9.113e-05
252,9.113e-05
253,9.113e-05
254,9.099e-05
255,9.099e-05
256,9.081e-05
257,9.081e-05
258,9.081e-05
259,9.08e-05
260,9.079e-05
261,9.079e-05
262,9.079e-05
263,9.075e-05
264,9.074e-05
265,9.074e-05
266,9.074e-05
267,9.074e-05
268,9.074e-05
269,9.063e-05
270,9.063e-05
271,9.063e-05
272,9.063e-05
273,9.063e-05
274,9.063e-05
275,9.063e-05
276,9.063e-05
277,9.074e-05
278,9.074e-05
279,9.074e-05
280,9.074e-05
281,9.075e-05
282,9.075e-05
283,9.075e-05
284,9.075e-05
285,9.075e-05
286,9.075e-05
287,9.075e-05
288,9.075e-05
289,9.075e-05
290,9.075e-05
291,9.075e-05
292,9.075e-05
293,9.075e-05
294,9.075e-05
295,9.075e-05
296,9.075e-05
297,9.075e-05
298,9.075e-05
299,9.075e-05
300,9.075e-05
301,9.075e-05
302,9.075e-05
303,9.075e-05
304,9.075e-05
305,9.075e-05
306,9.075e-05
307,9.075e-05
308,9.075e-05
309,9.075e-05
310,9.075e-05
311,9.075e-05
312,9.075e-05
313,9.075e-05
314,9.086e-05
315,9.086e-05
316,9.086e-05
317,9.077e-05
318,9.077e-05
319,9.077e-05
320,9.077e-05
321,9.076e-05
322,9.074e-05
323,9.074e-05
324,9.074e-05
325,9.074e-05
326,9.074e-05
327,9.074e-05
328,9.074e-05
329,9.074e-05
330,9.074e-05
331,9.074e-05
332,9.074e-05
333,9.074e-05
334,9.074e-05
335,9.074e-05
336,9.074e-05
337,9.074e-05
338,9.074e-05
339,9.074e-05
340,9.074e-05
341,9.074e-05
342,9.074e-05
343,9.074e-05
344,9.074e-05
345,9.074e-05
346,9.074e-05
347,9.074e-05
348,9.074e-05
349,9.074e-05
350,9.074e-05
351,9.074e-05
352,9.074e-05
353,9.074e-05
354,9.074e-05
355,9.074e-05
356,9.074e-05
357,9.074e-05
358,9.074e-05
359,9.074e-05
360,9.074e-05
361,9.074e-05
362,9.074e-05
363,9.074e-05
364,9.074e-05
365,9.074e-05
366,9.074e-05
367,9.074e-05
368,9.074e-05
369,9.074e-05
370,9.074e-05
371,9.074e-05
372,9.074e-05
373,9.074e-05
374,9.074e-05
375,9.074e-05
376,9.074e-05
377,9.074e-05
378,9.074e-05
379,9.074e-05
380,9.074e-05
381,9.074e-05
382,9.074e-05
383,9.074e-05
384,9.074e-05
385,9.074e-05
386,9.074e-05
387,9.074e-05
388,9.074e-05
389,9.074e-05
390,9.074e-05
391,9.074e-05
392,9.074e-05
393,9.074e-05
394,9.074e-05
395,9.074e-05
396,9.074e-05
397,9.074e-05
398,9.074e-05
399,9.074e-05
400,9.074e-05
401,9.074e-05
402,9.074e-05
403,9.074e-05
404,9.074e-05
405,9.074e-05
406,9.074e-05
407,9.074e-05
408,9.074e-05
409,9.074e-05
410,9.074e-05
411,9.074e-05
412,9.074e-05
413,9.074e-05
414,9.074e-05
415,9.1e-05
416,9.1e-05
417,9.1e-05
418,9.1e-05
419,9.1e-05
420,9.1e-05
421,9.1e-05
422,9.1e-05
423,9.1e-05
424,9.118e-05
425,9.118e-05
426,9.118e-05
427,9.118e-05
428,9.118e-05
429,9.118e-05
430,9.118e-05
431,9.118e-05
432,9.11e-05
433,9.11e-05
434,9.11e-05
435,9.11e-05
436,9.11e-05
437,9.11e-05
438,9.11e-05
439,9.11e-05
440,9.11e-05
441,9.11e-05
442,9.11e-05
443,9.11e-05
444,9.11e-05
445,9.11e-05
446,9.11e-05
447,9.11e-05
448,9.11e-05
449,9.1e-05
450,9.1e-05
451,9.1e-05
452,9.1e-05
453,9.1e-05
454,9.1e-05
455,9.1e-05
456,9.1e-05
457,9.1e-05
458,9.1e-05
459,9.1e-05
460,9.1e-05
461,9.1e-05
462,9.1e-05
463,9.1e-05
464,9.1e-05
465,9.1e-05
466,9.1e-05
467,9.1e-05
468,9.1e-05
469,9.1e-05
470,9.1e-05
471,9.1e-05
472,9.1e-05
473,9.1e-05
474,9.1e-05
475,9.1e-05
476,9.074e-05
477,9.074e-05
478,9.074e-05
479,9.074e-05
480,9.074e-05
481,9.074e-05
482,9.074e-05
483,9.074e-05
484,9.074e-05
485,9.074e-05
486,9.074e-05
487,9.074e-05
488,9.074e-05
489,9.074e-05
490,9.074e-05
491,9.074e-05
492,9.074e-05
493,9.074e-05
494,9.074e-05
495,9.074e-05
496,9.074e-05
497,9.074e-05
498,9.074e-05
499,9.074e-05
500,9.074e-05
501,9.074e-05
502,9.074e-05
503,9.074e-05
504,9.074e-05
505,9.074e-05
506,9.074e-05
507,9.074e-05
508,9.074e-05
509,9.074e-05
510,9.074e-05
511,9.074e-05
512,9.074e-05
513,9.074e-05
514,9.074e-05
515,9.074e-05
516,9.074e-05
517,9.074e-05
518,9.074e-05
519,9.074e-05
520,9.074e-05
521,9.074e-05
522,9.074e-05
523,9.074e-05
524,9.074e-05
525,9.074e-05
526,9.074e-05
527,9.074e-05
528,9.074e-05
529,9.074e-05
530,9.074e-05
531,9.074e-05
532,9.074e-05
533,9.074e-05
534,9.074e-05
535,9.074e-05
536,9.074e-05
537,9.074e-05
538,9.074e-05
539,9.074e-05
540,9.074e-05
541,9.074e-05
542,9.074e-05
543,9.074e-05
544,9.074e-05
545,9.074e-05
546,9.074e-05
547,9.074e-05
548,9.099e-05
549,9.099e-05
550,9.074e-05
551,9.099e-05
552,9.099e-05
553,9.099e-05
554,9.099e-05
555,9.099e-05
556,9.099e-05
557,9.099e-05
558,9.099e-05
559,9.099e-05
560,9.099e-05
561,9.099e-05
562,9.099e-05
563,9.099e-05
564,9.1e-05
565,9.1e-05
566,9.1e-05
567,9.1e-05
568,9.1e-05
569,9.1e-05
570,9.1e-05
571,9.1e-05
572,9.1e-05
573,9.1e-05
574,9.1e-05
575,9.1e-05
576,9.1e-05
577,9.1e-05
578,9.1e-05
579,9.1e-05
580,9.1e-05
581,9.074e-05
582,9.074e-05
583,9.074e-05
584,9.074e-05
585,9.074e-05
586,9.074e-05
587,9.074e-05
588,9.074e-05
589,9.074e-05
590,9.074e-05
591,9.074e-05
592,9.074e-05
593,9.074e-05
594,9.074e-05
595,9.074e-05
596,9.074e-05
597,9.074e-05
598,9.074e-05
599,9.074e-05
600,9.074e-05
601,9.074e-05
602,9.074e-05
603,9.074e-05
604,9.074e-05
605,9.074e-05
606,9.1e-05
607,9.1e-05
608,9.074e-05
609,9.074e-05
610,9.074e-05
611,9.074e-05
612,9.074e-05
613,9.074e-05
614,9.074e-05
615,9.074e-05
616,9.074e-05
617,9.074e-05
618,9.074e-05
619,9.074e-05
620,9.074e-05
621,9.074e-05
622,9.074e-05
623,9.074e-05
624,9.074e-05
625,9.074e-05
626,9.074e-05
627,9.074e-05
628,9.074e-05
629,9.074e-05
630,9.074e-05
631,9.074e-05
632,9.074e-05
633,9.074e-05
634,9.074e-05
635,9.074e-05
636,9.074e-05
637,9.074e-05
638,9.074e-05
639,9.074e-05
640,9.074e-05
641,9.074e-05
642,9.074e-05
643,9.074e-05
644,9.074e-05
645,9.074e-05
646,9.074e-05
647,9.074e-05
648,9.074e-05
649,9.074e-05
650,9.074e-05
651,9.074e-05
652,9.074e-05
653,9.074e-05
654,9.074e-05
655,9.074e-05
656,9.074e-05
657,9.074e-05
658,9.074e-05
659,9.074e-05
660,9.074e-05
661,9.074e-05
662,9.074e-05
663,9.074e-05
664,9.074e-05
665,9.074e-05
666,9.074e-05
667,9.074e-05
668,9.074e-05
669,9.074e-05
670,9.074e-05
671,9.074e-05
672,9.074e-05
673,9.074e-05
674,9.074e-05
675,9.074e-05
676,9.074e-05
677,9.074e-05
678,9.074e-05
679,9.1e-05
680,9.1e-05
681,9.1e-05
682,9.1e-05
683,9.1e-05
684,9.1e-05
685,9.1e-05
686,9.1e-05
687,9.1e-05
688,9.1e-05
689,9.1e-05
690,9.1e-05
691,9.1e-05
692,9.1e-05
693,9.1e-05
694,9.1e-05
695,9.1e-05
696,9.1e-05
697,9.1e-05
698,9.1e-05
699,9.1e-05
700,9.1e-05
701,9.1e-05
702,9.1e-05
703,9.1e-05
704,9.1e-05
705,9.1e-05
706,9.1e-05
707,9.1e-05
708,9.1e-05
709,9.12e-05
710,9.12e-05
711,9.12e-05
712,9.12e-05
713,9.12e-05
714,9.12e-05
715,9.12e-05
716,9.12e-05
717,9.12e-05
718,9.12e-05
719,9.12e-05
720,9.12e-05
721,9.12e-05
722,9.1e-05
723,9.1e-05
724,9.1e-05
725,9.1e-05
726,9.1e-05
727,9.1e-05
728,9.1e-05
729,9.1e-05
730,9.1e-05
731,9.12e-05
732,9.12e-05
733,9.12e-05
734,9.12e-05
735,9.12e-05
736,9.12e-05
737,9.12e-05
738,9.12e-05
739,9.12e-05
740,9.12e-05
741,9.12e-05
742,9.12e-05
743,9.12e-05
744,9.12e-05
745,9.12e-05
746,9.12e-05
747,9.12e-05
748,9.12e-05
749,9.12e-05
750,9.12e-05
751,9.12e-05
752,9.12e-05
753,9.15e-05
754,9.151e-05
755,9.151e-05
756,9.151e-05
757,9.151e-05
758,9.151e-05
759,9.151e-05
760,9.151e-05
761,9.16e-05
762,9.16e-05
763,9.16e-05
764,9.16e-05
765,9.16e-05
766,9.16e-05
767,9.16e-05
768,9.16e-05
769,9.16e-05
770,9.16e-05
771,9.16e-05
772,9.16e-05
773,9.16e-05
774,9.16e-05
775,9.151e-05
776,9.151e-05
777,9.151e-05
778,9.151e-05
779,9.151e-05
780,9.151e-05
781,9.151e-05
782,9.151e-05
783,9.151e-05
784,9.151e-05
785,9.169e-05
786,9.15e-05
787,9.15e-05
788,9.15e-05
789,9.15e-05
790,9.15e-05
791,9.15e-05
792,9.15e-05
793,9.151e-05
794,9.151e-05
795,9.151e-05
796,9.151e-05
797,9.151e-05
798,9.151e-05
799,9.151e-05
800,9.151e-05
801,9.151e-05
802,9.151e-05
803,9.151e-05
804,9.151e-05
805,9.151e-05
806,9.151e-05
807,9.151e-05
808,9.151e-05
809,9.151e-05
810,9.151e-05
811,9.151e-05
812,9.151e-05
813,9.151e-05
814,9.151e-05
815,9.151e-05
816,9.151e-05
817,9.151e-05
818,9.151e-05
819,9.151e-05
820,9.151e-05
821,9.151e-05
822,9.151e-05
823,9.151e-05
824,9.151e-05
825,9.151e-05
826,9.151e-05
827,9.151e-05
828,9.151e-05
829,9.151e-05
830,9.151e-05
831,9.151e-05
832,9.151e-05
833,9.151e-05
834,9.151e-05
835,9.151e-05
836,9.151e-05
837,9.151e-05
838,9.151e-05
839,9.151e-05
840,9.151e-05
841,9.151e-05
842,9.151e-05
843,9.151e-05
844,9.151e-05
845,9.151e-05
846,9.151e-05
847,9.151e-05
848,9.151e-05
849,9.151e-05
850,9.151e-05
851,9.151e-05
852,9.169e-05
853,9.169e-05
854,9.169e-05
855,9.169e-05
856,9.169e-05
857,9.169e-05
858,9.169e-05
859,9.169e-05
860,9.169e-05
861,9.169e-05
862,9.169e-05
863,9.169e-05
864,9.169e-05
865,9.169e-05
866,9.169e-05
867,9.169e-05
868,9.169e-05
869,9.169e-05
870,9.169e-05
871,9.169e-05
872,9.169e-05
873,9.169e-05
874,9.169e-05
875,9.169e-05
876,9.169e-05
877,9.169e-05
878,9.169e-05
879,9.169e-05
880,9.151e-05
881,9.151e-05
882,9.151e-05
883,9.151e-05
884,9.151e-05
885,9.151e-05
886,9.151e-05
887,9.151e-05
888,9.151e-05
889,9.151e-05
890,9.151e-05
891,9.151e-05
892,9.151e-05
893,9.151e-05
894,9.151e-05
895,9.151e-05
896,9.151e-05
897,9.151e-05
898,9.151e-05
899,9.15e-05
900,9.15e-05
901,9.15e-05
902,9.15e-05
903,9.15e-05
904,9.15e-05
905,9.15e-05
906,9.151e-05
907,9.149e-05
908,9.149e-05
909,9.149e-05
910,9.149e-05
911,9.149e-05
912,9.149e-05
913,9.149e-05
914,9.149e-05
915,9.149e-05
916,9.149e-05
917,9.149e-05
918,9.149e-05
919,9.149e-05
920,9.149e-05
921,9.149e-05
922,9.149e-05
923,9.149e-05
924,9.149e-05
925,9.149e-05
926,9.149e-05
927,9.149e-05
928,9.149e-05
929,9.149e-05
930,9.149e-05
931,9.149e-05
932,9.149e-05
933,9.16e-05
934,9.16e-05
935,9.16e-05
936,9.16e-05
937,9.16e-05
938,9.16e-05
939,9.16e-05
940,9.16e-05
941,9.16e-05
942,9.16e-05
943,9.16e-05
944,9.16e-05
945,9.16e-05
946,9.16e-05
947,9.16e-05
948,9.16e-05
949,9.16e-05
950,9.16e-05
951,9.16e-05
952,9.16e-05
953,9.16e-05
954,9.16e-05
955,9.16e-05
956,9.16e-05
957,9.16e-05
958,9.16e-05
959,9.16e-05
960,9.16e-05
961,9.16e-05
962,9.16e-05
963,9.16e-05
964,9.16e-05
965,9.16e-05
966,9.16e-05
967,9.16e-05
968,9.16e-05
969,9.16e-05
970,9.16e-05
971,9.16e-05
972,9.16e-05
973,9.16e-05
974,9.168e-05
975,9.168e-05
976,9.16e-05
977,9.16e-05
978,9.16e-05
979,9.16e-05
980,9.16e-05
981,9.16e-05
982,9.16e-05
983,9.16e-05
984,9.149e-05
985,9.149e-05
986,9.149e-05
987,9.149e-05
988,9.149e-05
989,9.149e-05
990,9.149e-05
991,9.149e-05
992,9.149e-05
993,9.149e-05
994,9.149e-05
995,9.149e-05
996,9.149e-05
997,9.149e-05
998,9.149e-05
999,9.149e-05
1000,9.149e-05
1001,9.149e-05
1002,9.149e-05
1003,9.149e-05
1004,9.149e-05
1005,9.149e-05
1006,9.149e-05
1007,9.149e-05
1008,9.149e-05
1009,9.149e-05
1010,9.149e-05
1011,9.149e-05
1012,9.149e-05
1013,9.149e-05
1014,9.149e-05
1015,9.149e-05
1016,9.149e-05
1017,9.149e-05
1018,9.149e-05
1019,9.149e-05
1020,9.149e-05
1021,9.149e-05
1022,9.149e-05
1023,9.149e-05
1024,9.149e-05
1025,9.149e-05
1026,9.149e-05
1027,9.149e-05
1028,9.149e-05
1029,9.16e-05
1030,9.16e-05
1031,9.16e-05
1032,9.16e-05
1033,9.16e-05
1034,9.16e-05
1035,9.16e-05
1036,9.16e-05
1037,9.16e-05
1038,9.16e-05
1039,9.16e-05
1040,9.16e-05
1041,9.16e-05
1042,9.16e-05
1043,9.16e-05
1044,9.16e-05
1045,9.16e-05
1046,9.16e-05
1047,9.16e-05
1048,9.16e-05
1049,9.16e-05
1050,9.16e-05
1051,9.16e-05
1052,9.149e-05
1053,9.168e-05
1054,9.168e-05
1055,9.168e-05
1056,9.168e-05
1057,9.168e-05
1058,9.168e-05
1059,9.168e-05
1060,9.168e-05
1061,9.168e-05
1062,9.168e-05
1063,9.16e-05
1064,9.16e-05
1065,9.16e-05
1066,9.16e-05
1067,9.16e-05
1068,9.16e-05
1069,9.16e-05
1070,9.16e-05
1071,9.16e-05
1072,9.16e-05
1073,9.16e-05
1074,9.16e-05
1075,9.16e-05
1076,9.16e-05
1077,9.16e-05
1078,9.16e-05
1079,9.16e-05
1080,9.16e-05
1081,9.168e-05
1082,9.22e-05
1083,9.22e-05
1084,9.22e-05
1085,9.22e-05
1086,9.22e-05
1087,9.22e-05
1088,9.22e-05
1089,9.22e-05
1090,9.22e-05
1091,9.22e-05
1092,9.22e-05
1093,9.22e-05
1094,9.22e-05
1095,9.22e-05
1096,9.22e-05
1097,9.22e-05
1098,9.22e-05
1099,9.22e-05
1100,9.22e-05
1101,9.22e-05
1102,9.22e-05
1103,9.22e-05
1104,9.22e-05
1105,9.22e-05
1106,9.22e-05
1107,9.22e-05
1108,9.22e-05
1109,9.22e-05
1110,9.22e-05
1111,9.22e-05
1112,9.22e-05
1113,9.22e-05
1114,9.22e-05
1115,9.225e-05
1116,9.225e-05
1117,9.225e-05
1118,9.228e-05
1119,9.228e-05
1120,9.16e-05
1121,9.23e-05
1122,9.23e-05
1123,9.235e-05
1124,9.235e-05
1125,9.235e-05
1126,9.25e-05
1127,9.25e-05
1128,9.251e-05
1129,9.252e-05
1130,9.252e-05
1131,9.252e-05
1132,9.252e-05
1133,9.255e-05
1134,9.255e-05
1135,9.255e-05
1136,9.255e-05
1137,9.161e-05
1138,9.266e-05
1139,9.266e-05
1140,9.266e-05
1141,9.263e-05
1142,9.263e-05
1143,9.263e-05
1144,9.263e-05
1145,9.263e-05
1146,9.263e-05
1147,9.263e-05
1148,9.263e-05
1149,9.263e-05
1150,9.263e-05
1151,9.263e-05
1152,9.263e-05
1153,9.263e-05
1154,9.263e-05
1155,9.263e-05
1156,9.263e-05
1157,9.263e-05
1158,9.263e-05
1159,9.263e-05
1160,9.263e-05
1161,9.263e-05
1162,9.263e-05
1163,9.263e-05
1164,9.263e-05
1165,9.263e-05
1166,9.263e-05
1167,9.263e-05
1168,9.263e-05
1169,9.263e-05
1170,9.263e-05
1171,9.263e-05
1172,9.263e-05
1173,9.263e-05
1174,9.263e-05
1175,9.263e-05
1176,9.263e-05
1177,9.263e-05
1178,9.263e-05
1179,9.263e-05
1180,9.263e-05
1181,9.263e-05
1182,9.263e-05
1183,9.263e-05
1184,9.263e-05
1185,9.263e-05
1186,9.263e-05
1187,9.263e-05
1188,9.263e-05
1189,9.263e-05
1190,9.263e-05
1191,9.266e-05
1192,9.266e-05
1193,9.266e-05
1194,9.266e-05
1195,9.266e-05
1196,9.266e-05
1197,9.266e-05
1198,9.266e-05
1199,9.266e-05
1200,9.266e-05
1201,9.266e-05
1202,9.266e-05
1203,9.266e-05
1204,9.266e-05
1205,9.266e-05
1206,9.266e-05
1207,9.266e-05
1208,9.266e-05
1209,9.266e-05
1210,9.266e-05
1211,9.266e-05
1212,9.266e-05
1213,9.266e-05
1214,9.266e-05
1215,9.266e-05
1216,9.266e-05
1217,9.266e-05
1218,9.266e-05
1219,9.266e-05
1220,9.266e-05
1221,9.266e-05
1222,9.266e-05
1223,9.266e-05
1224,9.266e-05
1225,9.266e-05
1226,9.266e-05
1227,9.266e-05
1228,9.266e-05
1229,9.266e-05
1230,9.266e-05
1231,9.266e-05
1232,9.266e-05
1233,9.16e-05
1234,9.145e-05
1235,9.145e-05
1236,9.149e-05
1237,9.15e-05
1238,9.153e-05
1239,9.153e-05
1240,9.153e-05
1241,9.153e-05
1242,9.153e-05
1243,9.153e-05
1244,9.153e-05
1245,9.153e-05
1246,9.153e-05
1247,9.153e-05
1248,9.153e-05
1249,9.153e-05
1250,9.153e-05
1251,9.153e-05
1252,9.263e-05
1253,9.263e-05
1254,9.263e-05
1255,9.263e-05
1256,9.263e-05
1257,9.263e-05
1258,9.263e-05
1259,9.263e-05
1260,9.263e-05
1261,9.263e-05
1262,9.263e-05
1263,9.262e-05
1264,9.262e-05
1265,9.165e-05
1266,9.165e-05
1267,9.167e-05
1268,9.266e-05
1269,9.266e-05
1270,9.266e-05
1271,9.266e-05
1272,9.265e-05
1273,9.265e-05
1274,9.265e-05
1275,9.103e-05
1276,9.103e-05
1277,9.106e-05
1278,9.106e-05
1279,9.106e-05
1280,9.106e-05
1281,9.253e-05
1282,9.111e-05
1283,9.247e-05
1284,9.242e-05
1285,9.242e-05
1286,9.242e-05
1287,9.242e-05
1288,9.242e-05
1289,9.242e-05
1290,9.242e-05
1291,9.242e-05
1292,9.242e-05
1293,9.242e-05
1294,9.242e-05
1295,9.117e-05
1296,9.117e-05
1297,9.117e-05
1298,9.117e-05
1299,9.117e-05
1300,9.117e-05
1301,9.117e-05
1302,9.117e-05
1303,9.118e-05
1304,9.118e-05
1305,9.118e-05
1306,9.118e-05
1307,9.118e-05
1308,9.118e-05
1309,9.118e-05
1310,9.118e-05
1311,9.118e-05
1312,9.118e-05
1313,9.118e-05
1314,9.118e-05
1315,9.118e-05
1316,9.118e-05
1317,9.1e-05
1318,9.1e-05
1319,9.1e-05
1320,9.1e-05
1321,9.1e-05
1322,9.099e-05
1323,9.087e-05
1324,9.087e-05
1325,9.087e-05
1326,9.087e-05
1327,9.087e-05
1328,9.087e-05
1329,9.087e-05
1330,9.098e-05
1331,9.098e-05
1332,9.098e-05
1333,9.098e-05
1334,9.098e-05
1335,9.098e-05
1336,9.098e-05
1337,9.098e-05
1338,9.098e-05
1339,9.098e-05
1340,9.098e-05
1341,9.087e-05
1342,9.087e-05
1343,9.087e-05
1344,9.087e-05
1345,9.087e-05
1346,9.087e-05
1347,9.087e-05
1348,9.087e-05
1349,9.087e-05
1350,9.087e-05
1351,9.087e-05
1352,9.087e-05
1353,9.087e-05
1354,9.087e-05
1355,9.098e-05
1356,9.098e-05
1357,9.098e-05
1358,9.098e-05
1359,9.098e-05
1360,9.098e-05
1361,9.098e-05
1362,9.098e-05
1363,9.098e-05
1364,9.098e-05
1365,9.098e-05
1366,9.098e-05
1367,9.098e-05
1368,9.098e-05
1369,9.098e-05
1370,9.098e-05
1371,9.098e-05
1372,9.098e-05
1373,9.098e-05
1374,9.098e-05
1375,9.098e-05
1376,9.098e-05
1377,9.098e-05
1378,9.098e-05
1379,9.098e-05
1380,9.098e-05
1381,9.098e-05
1382,9.098e-05
1383,9.098e-05
1384,9.098e-05
1385,9.099e-05
1386,9.099e-05
1387,9.099e-05
1388,9.099e-05
1389,9.099e-05
1390,9.099e-05
1391,9.099e-05
1392,9.099e-05
1393,9.099e-05
1394,9.099e-05
1395,9.099e-05
1396,9.099e-05
1397,9.099e-05
1398,9.087e-05
1399,9.087e-05
1400,9.087e-05
1401,9.087e-05
1402,9.087e-05
1403,9.087e-05
1404,9.087e-05
1405,9.087e-05
1406,9.101e-05
1407,9.101e-05
1408,9.101e-05
1409,9.101e-05
1410,9.101e-05
1411,9.101e-05
1412,9.101e-05
1413,9.101e-05
1414,9.101e-05
1415,9.101e-05
1416,9.101e-05
1417,9.101e-05
1418,9.101e-05
1419,9.101e-05
1420,9.101e-05
1421,9.101e-05
1422,9.101e-05
1423,9.101e-05
1424,9.107e-05
1425,9.107e-05
1426,9.107e-05
1427,9.107e-05
1428,9.107e-05
1429,9.107e-05
1430,9.107e-05
1431,9.107e-05
1432,9.107e-05
1433,9.107e-05
1434,9.107e-05
1435,9.107e-05
1436,9.101e-05
1437,9.101e-05
1438,9.101e-05
1439,9.101e-05
1440,9.101e-05
1441,9.101e-05
1442,9.101e-05
1443,9.101e-05
1444,9.101e-05
1445,9.101e-05
1446,9.101e-05
1447,9.101e-05
1448,9.101e-05
1449,9.101e-05
1450,9.101e-05
1451,9.101e-05
1452,9.101e-05
1453,9.101e-05
1454,9.101e-05
1455,9.101e-05
1456,9.101e-05
1457,9.101e-05
1458,9.101e-05
1459,9.101e-05
1460,9.087e-05
1461,9.087e-05
1462,9.087e-05
1463,9.087e-05
1464,9.087e-05
1465,9.087e-05
1466,9.101e-05
1467,9.101e-05
1468,9.101e-05
1469,9.101e-05
1470,9.101e-05
1471,9.101e-05
1472,9.101e-05
1473,9.101e-05
1474,9.101e-05
1475,9.101e-05
1476,9.101e-05
1477,9.101e-05
1478,9.101e-05
1479,9.101e-05
1480,9.101e-05
1481,9.101e-05
1482,9.101e-05
1483,9.101e-05
1484,9.101e-05
1485,9.101e-05
1486,9.101e-05
1487,9.101e-05
1488,9.101e-05
1489,9.101e-05
1490,9.087e-05
1491,9.087e-05
1492,9.087e-05
1493,9.087e-05
1494,9.087e-05
1495,9.087e-05
1496,9.101e-05
1497,9.101e-05
1498,9.101e-05
1499,9.101e-05
